"numeroArticle","texteArticle"
"v12-867-0","PER MINIMA , en terme de Médecine ​ ​ , signifie un mélange parfait des plus petites parties ou ingrédiens de différens corps. Voyez Mélange & Minima . Mais plus exactement dans la langue de Pharm. c’est un mélange parfait & intime des corps naturels, dans lequel leurs vrais minima , c’est-à-dire leurs atomes, ou leurs premieres particules composantes sont supposées être exactement mêlées ensemble. Voyez Mixtion . Si on fait fondre ensemble de l’argent & du plomb, ces métaux se mêlent per minima. Voyez Argent , Plomb , Métal , &c."
"v13-1007-0","PROPHILACTIQUE , adj. ( Médecine. ) ​ ​ les Médecins disent indication prophilactique ; c’est-à-dire intention de conserver le malade en détruisant la cause de la maladie, en le préservant de l’influence de la cause morbifique. Voyez Indication . Curation prophilactique , c’est-à-dire traitement dirigé au même objet. On appelle aussi prophilactique la partie de la Médecine qui s’occupe en conservant la santé présente, à prévenir les maladies. Cette partie de la Médecine ​ est plus connue sous le nom d’ hygienne. Voyez Hygienne . On dit peu remede prophilactique ; le mot préservatif est plus usité dans ce sens. Voyez Préservatif . ( b ) ​ ​"
"v13-1312-0","PULSILOGE , s. m. ( Médecine. ) ​ ​ mot formé du latin pulsus, pouls , & du grec λόγος , discours, représentation , &c. par lequel on a désigné un instrument propre à représenter les différentes modifications du pouls ; Sanctorius s’est vanté de posséder un pareil instrument qui donnoit une idée très-exacte, non seulement de la vîtesse des pulsations, mais de tous les autres caracteres, de toutes les inégalités quelque compliquées qu’elles fussent, qu’on pouvoit y trouver, ou y concevoir ; on ne voit dans aucun de ses ouvrages la description de ce pulsiloge , qui devoit être s’il a existé, une piece curieuse & en même tems très-utile, puisqu’elle mettoit les yeux & les oreilles en état de vérifier & de saisir les objets qui se présentoient sous le doigt, ou même ceux qui lui échappoient ; un pulsiloge fait d’après les nouvelles observations sur les pouls par rapport aux crises, & qui pût retracer les caracteres qu’on a plus solidement & plus utilement établi, seroit d’autant plus interessant & préférable à celui de Sanctorius, que cette nouvelle doctrine l’emporte en certitude & en avantage sur l’autre. Un pareil ouvrage seroit bien digne d’attirer l’attention & les soins d’un habile méchanicien ; il seroit à souhaiter que le célebre artiste qui a déja si bien réussi à imiter l’homme & les animaux, essayât de représenter une de leurs principales fonctions ; il seroit sûr de réunir dans ce travail, l’utile à l’agréable, & de s’attirer la reconnoissance de tous les Médecins zélés pour l’avancement de leur profession. On peut prendre une légere idée de quelques inégalités du pouls dans les battemens qui expriment les quarts & les demi dans une montre à répétition : un pendule proportionné peut servir de pulsiloge assez exact pour mesurer & représenter les différens degrés de vîtesse du pouls ; on n’a qu’à en ​ ​ varier la longueur suivant les âges, les tailles & les maladies, mais ce pulsiloge très-facile à faire est moins utile, parce qu’il est très-facile de saisir & de graduer les variations qui se trouvent dans la fréquence des pulsations. Le pulsiloge de M. de Sauvages est fait sur ce modele. ( m ) ​ ​"
"v13-200-2","Porte , maladie de la veine ( Médec. ) ​ ​ le vaisseau en partie veineux & en partie artériel, avec un tronc intermédiaire, recevant le sang des organes de la chylification, pour le conduire par le moyen du foie, dans la veine-cave, & fournissant l’humeur destinée ​ ​ à la sécrétion de la bile, est connu des Anatomistes sous le nom de veine-porte ; ce vaisseau est sujet, ainsi que les autres organes, à des maladies, quoiqu’on en trouve rarement la description. °. Cependant comme l’action du cœur & des arteres ne peut pas seul conduire le sang de la veine-porte dans la veine-cave par le foie, mais que cette opération est favorisée par l’action particuliere de ce vaisseau, & par celle de la capitale de Glisson, quand cette même action se trouve affoiblie par le défaut d’appui & de soutien, ou embarrassée par la rigidité ou le relâchement, le sang s’amasse nécessairement dans toute l’étendue de ce vaisseau ; de la naît le gonflement de la partie, l’anxiété, la pesanteur & la corruption de ce sang arrêté, d’où résulte le premier principe de la mélancolie. Il faut alors aider l’action de ce vaisseau par des frictions artificielles, par des secousses ou l’exercice du corps, & par l’usage externe & interne des corroborans. Si ces remedes ne réussissent pas, il faut y joindre ceux qui conviennent spécialement au traitement de la mélancolie. °. Si le concours de la circulation du sang de la rate ne diminue point la disposition de stagnation, si naturelle à celui qui est contenu dans le sein de la veine-porte , il arrive souvent des obstructions dans cette partie. Dès qu’une fois elles sont formées par un sang grumeleux, par des compressions extérieures, ou quelque maladie du foie, il en résulte nécessairement un défaut de bile. Tous ces maux demandent l’usage des résolutifs continués long tems, car ce sang rempli de matiere bilieuse, circulant avec lenteur, a une grande disposition à se changer en bile noire. °. Le sang étant ainsi amassé, & peu-à-peu altéré, cause des anxiétes, le gonflement des hypocondres, & plusieurs autres maux ; mais il s’ouvre quelquefois un chemin pour retrograder par les vaisseaux courts dans le ventricule, par les vaisseaux mésentériques dans les intestins, par les hémorrhoïdaux qui viennent de l’anus, soit au soulagement du malade, soit sans qu’il en ressente aucun bien : tout cela dépend de la quantité & de la nature du sang mélancolique qui s’évacue ; cela dépend encore des parties affectées & des symptomes qui accompagnent cette crise, mais le médecin ne doit point la troubler. ( D. J .) ​ ​"
"v13-2172-0","RATAFIAT , s. m. ( Médecine. ) ​ ​ est une liqueur spiritueuse, faite avec les noyaux de différens fruits, ou avec les fruits même, & singulierement avec des cerises & des abricots. Le ratafiat de cerises se fait en écrasant les cerises & les mettant dans l’eau-de-vie ; on y ajoute les noyaux, avec les framboises, le sucre, de la cannelle, du poivre blanc, de la muscade, & du clou de girofle. On met vingt livres de cerises sur vingt pintes d’eau-de-vie : on laisse le vaisseau ouvert pendant dix ou douze jours ; enfin on le bouche bien & on n’y touche de deux mois. Le ratafiat d’abricots se fait de deux manieres, ou en faisant bouillir les abricots dans du vin blanc, & y ajoutant une égale quantité d’eau-de-vie, avec du sucre, de la cannelle, de la fleur de muscade & des noyaux d’abricots, laissant le tout infuser pendant huit ou dix jours, & tirant ensuite la liqueur au clair ; ou en faisant infuser les abricots coupés par morceaux, pendant un jour ou deux, dans l’eau-de-vie, passant la liqueur à-travers une chausse, & y ajoutant les ingrédiens ordinaires."
"v13-2174-2","Rate maladie de la , ( Médecine. ) ​ ​ le viscere attaché dans l’hypocondre gauche, suspendu au diaphragme, contenant dans ses cellules une grande quantité de sang moins disposé à s’épaissir que partout ailleurs, est le viscere qu’on nomme la rate ; ce viscere dépourvu d’un émonctoire particulier, & doué d’un mouvement propre, est sujet à grand nombre de maladies. °. Il est vrai que l’absence & le défaut de cette partie, quand le volume du foie se trouve plus considérable qu’à l’ordinaire, prouve qu’elle n’est pas absolument nécessaire à la vie, mais elle l’est à la santé. °. Les grandes blessures de la rate sont communément mortelles. La contusion & la compression qu’elle peut éprouver, produit une dureté très-difficile à résoudre : c’est le chef-d’œuvre de l’art d’y réussir. °. Ceux qui ont la rate enflée, sont appellés vaporeux, rateleux ; souvent on confond cette maladie avec la mélancolie, la colique, ou le gonflement de la partie gauche du foie ; souvent aussi l’enflure vient d’hydropisie, d’hydatides ; & alors la rate est attaquée de relâchement & de froideur. Les sujets qui se trouvent dans ces divers cas, sont ordinairement soulagés, lorsqu’il leur survient une diarrhée, à moins que cette diarrhée ne soit produite par la compression du réservoir lombaire. Ces sortes de tumeurs, à raison de leurs différentes causes, sont d’un traitement trop difficile ; l’enflure de la rate accompagnée de dureté, de skirrhe, d’écrouelles, ​ ​ exige des topiques résolutifs internes & externes joints à des douces frictions. °. On traite de même l’obstruction de la rate ; pour ce qui regarde son inflammation, la douleur, l’abscès, l’ulcere, & la corruption qui y surviennent, ce sont autant de maux dont le traitement ne s’éloigne pas de la méthode curative générale, à moins qu’on n’ait à prévenir avec grand soin le dépôt de l’humeur dans la cavité du bas-ventre. La douleur de la colique qu’on guérit par des émolliens & des minoratifs, est assez souvent attribuée à la rate . Quant à celle qui paroît à la suite d’une violente course, elle se dissipe d’elle-même par le repos, au cas qu’elle ne soit point accompagnée de fievre, d’inflammation, & d’autres symptomes fâcheux. ( D. J .) ​ ​"
"v13-479-1","Pourriture , ( Médec. ) ​ ​ l’espece de corruption produite dans les humeurs par un mouvement automatique, laquelle corruption change le sel naturel en alkali volatil, & la graisse en une masse fétide, noirâtre, âcre, en partie tenace & en partie tenue, s’appelle pourriture . Elle est causée par le ralentissement de la circulation, par une stagnation trop longue, par une combinaison de chaleur & d’humidité, par l’intromission de l’air, par le défaut d’alimens, ou pour en avoir pris des pourrissans, par la rétention d’une humeur inutile ou morbifique, enfin une constitution endémique ou épidémique ; une trop grande chaleur jointe à l’augmentation de la circulation, produisent assez promptement cet état. La pourriture varie suivant la nature des humeurs qu’elle attaque ; elle est différente dans le sang, dans la graisse, dans la moëlle, dans la bile, dans la gelée, dans la lymphe, dans le pus, dans l’urine, dans les excrémens, dans la mucosité & dans le chyle. De la différence de ces humeurs, du commencement & du progrès de la pourriture , des différentes parties qu’elle attaque & des causes qui la produisent, naissent un grand nombre de symptomes différens. Les solides se relâchent & deviennent fragiles, quelquefois ils se détruisent ; les humeurs sont en partie liquides, & en partie tenaces ; elles acquierent un degré de fétidité & de noirceur, & perdent absolument leur caractere naturel. De-là les vents, les évacuations abondantes, les douleurs, une chaleur brûlante, l’affoiblissement, & même le dérangement des fonctions du corps. La méthode curative demande qu’on fasse attention aux causes, pour les éloigner ou les éviter ; dans l’impossibilité de pouvoir corriger ce qui est pourri, il faut employer intérieurement & extérieurement les antiputrides, les remedes capables de préserver de la corruption les humeurs qui restent. Il faut avoir recours aux échauffans dans la pourriture froide ; mais dans la chaude, il convient d’employer les rafraîchissans. Enfin il est nécessaire de faire sortir peu-à-peu les humeurs pourries par un émonctoire convenable. ( D. J .) ​ ​"
"v13-9-9","Pomme épineuse , ( Médec. ) ​ ​ noix metel, herbe aux sorciers, herbe du diable , &c. toute cette plante est absolument venéneuse dans l’usage intérieur, & de l’ordre des poisons stupéfians, enivrans, causant des vertiges, le délire, &c. Voyez Poison . Quant à son usage extérieur, on se sert assez fréquemment des feuilles de cette plante réduite sous forme de cataplasme, ou bien sous celle d’onguent, étant convenablement pilée avec du sain-doux, contre la brûlure, les hémorrhoïdes & les tumeurs inflammatoires très douloureuses. On emploie presque indifféremment dans ces cas les feuilles de pomme épineuse , ou celles des morelles. Voyez les articles Morelle . ( b ) ​ ​"
"v14-1329-0","ROTS & VENTS , s. m. pl. ( Médecine. ) ​ ​ vapeurs qui s’élevent de l’estomac, & qui se rendent avec bruit par la bouche. La cause des rots est une matiere élastique que la chaleur, l’effervescence, ou la fermentation dilate, qui est retenue un moment, & qui le moment suivant, les obstacles qui s’opposoient à sa sortie venant à cesser, est sortie avec bruit. L’air, les sels de différente nature, les fruits, les humeurs putrescentes, les végétaux fermentans, fournissent aux rots & aux vents une matiere dont l’impétuosité & la puanteur varient suivant leur qualité. Cependant toutes ces choses sortent sans aucun effort, quand elles trouvent les passages libres & ouverts ; ainsi l’œsophage & les orifices du ventricule, sont par leur contraction spasmodique & leur relâchement alternatif, les causes de ces symptomes. C’est cette matiere expulsée qui donne origine aux pets, aux vents, aux borborigmes. Si ces deux causes, savoir la production des vents & leur resserrement occasionné par les spasmes concourent ensemble, agissent avec force, & durent long-tems ; alors la matiere élastique, qui se raréfie par la chaleur, par le mouvement, & par sa propre vertu, venant à être resserrée dans une cavité que la convulsion de ses fibres retrécit, dilate, distend avec douleur les membranes qui la gênent, & compriment les lieux voisins, d’où naissent des anxiétés & des douleurs insupportables, qui disparoissent dès que les vents sont sortis ; si la fievre se joint à ces maux, elle cause des douleurs inexprimables. Le traitement consiste, °. à dissiper la matiere par des délayans, les boissons aqueuses, chaudes, un peu aromatiques, par des remedes, qui, en dissipant l’équilibre des sels, font dominer celui qui convient, qui corrige la putréfaction & appaise la fermentation. °. A modérer le cours tumultueux des esprits, & appaiser les convulsions par des re- ​ ​ medes convenables ; tels sont l’opium & les antihystériques. °. A user de fomentations, d’épithemes chauds, émolliens, anodins & un peu aromatiques, de ventouses appliquées à l’abdomen sans scarification, les lavemens émolliens, purgatifs, légerement irritans. Le moyen de prévenir ces maladies, c’est de s’abstenir des alimens venteux ou flatueux, tels que les fruits cruds, les légumes, comme les pois, les haricots, les choux, & autres alimens qui contiennent une grande quantité d’air."
"v14-1389-0","ROUGEOLE , s. f. en Médecine ​ ​ , est une maladie cutanée, qui consiste dans une éruption universelle de boutons non suppurans, & qui est accompagnée de fievre. Cette maladie paroît avoir beaucoup de ressemblance avec la petite vérole, les symptomes étant les mêmes à plusieurs égards, la cause à-peu-près la même, le régime & le traitement ne different pas beaucoup. Voyez petite Vérole . Les boutons ou grains de la rougeole paroissent ordinairement le quatrieme jour par tout le corps, & ​ ​ ressemblent à des piquures de mouche ; mais ils sont plus épais, plus rouges, & plus enflammés que ceux de la petite vérole ; ils disparoissent quatre à cinq jours après ; dans leur plus haut point ils ne sont pas plus gros que des têtes d’épingle. La rougeole est plus fâcheuse que dangereuse ; néanmoins elle tend souvent à la consomption, par le moyen de la toux qu’elle laisse après elle."
"v14-1851-2","Saisons fixes de l’année , ( Médecine. ) ​ ​ ce sont celles dont la température ne varie point, & qui ne promettent que des maladies d’une espece favorable, & d’un prognostic aisé ; au-contraire les saisons variables sont celles qui sont inconstantes, changeantes, & dont on ne peut porter un jugement assuré. Les saisons de l’année & leurs vicissitudes occasionnent de grands changemens dans les maladies, comme Hippocrate l’observe, ce qui fait que l’on doit ​ ​ avoir égard à leur température & à leurs altérations. Cela est si vrai que les praticiens les plus expérimentés s’attachent sur-tout à bien remarquer la différence des saisons , bien persuadés qu’elle influe infiniment sur le traitement des maladies, comme sur les tempéramens. L’astronomie & la connoissance de l’air & des saisons est donc utile au médecin pour bien des raisons ; °. pour connoitre les causes des maladies & des différens symptomes ; °. pour se mettre plus au fait des différentes altérations que l’air peut produire sur les tempéramens ; °. pour savoir varier les remedes, & reconnoître l’altération même qui peut arriver aux médicamens dans certaine constitution de la température des années & des saisons ."
"v14-212-3","Rémission , ( Médecine. ) ​ ​ terme d’usage en médedecine pour désigner dans les fievres avec redoublement ou intermittentes le tems de la diminution ou de la cessation entiere des accidens ; la rémission est complette dans les fievres intermittentes, imparfaite dans celles qui sont avec redoublement ; la différente durée de ce tems a donné lieu à la division de ces fievres en quotidienes, tierces, quartes, quintes, annuelles, &c . le médecin doit avoir égard à la rémission pour l’administration des remedes ; les purgatifs, par exemple, les apozemes, amers fébrifuges, le quinquina, &c . doivent être prescrits pour le tems de la rémission , & les saignées, les calmans, &c . conviennent uniquement pendant l’accès ou le redoublement. Voyez Paroxisme , Accès , Fievre intermittente, exacerbante , &c ."
"v14-2149-1","Sanguin , adj. se dit en pratique de Médecine ​ ​ , d’un homme qui a beaucoup de sang, où le sang & la chaleur prédomine, & qui a enfin tous les signes du tempérament sanguin . En général dans ce tempérament le sang est bien conditionné & en grande quantité, les vaisseaux sont fort remplis ; les humeurs sont âcres, la couleur est vermeille, les maladies inflammatoires sont ordinaires ; les personnes sanguines doivent se faire saigner souvent, autrement les vaisseaux surchargés attireroient différentes maladies aiguës & chroniques : cependant il faut avoir soin d’être ménagé & discret dans l’administration des saignées ; l’habitude de la saignée est pernicieuse, & fait naître la nécessité de la rendre plus fréquente, ce qui détermine plus promptement la pléthore à se former. La meilleure façon de prévenir le trop de sang dans les gens qui sont nés sanguins , c’est de leur ordonner un grand régime, un exercice modéré, & ​ ​ enfin des alimens peu nourrissans qui ne fournissent qu’un suc nourricier léger & peu solide. Les gens sanguins se reconnoissent plus à la maigreur qu’à l’embonpoint, à la grandeur des vaisseaux, à la couleur du visage, qui est d’un rouge tantôt fleuri, tantôt brun, tantôt livide. Le rouge livide marque le trop de sang & son épaississement ; il présage une évacuation & demande la saignée, si l’évacuation indiquée n’arrive pas au tems marqué & indiqué."
"v14-290-1","Rendre , en Médecine ​ ​ , est la même chose qu’ évacuer. Voyez Evacuer . Dans les Transactions philosophiques , il est parlé d’un nommé Matthieu Milford, qui rendit un ver par les urines, lequel on croyoit venir des reins. Voyez Vers . Lister fait mention d’une véritable chenille que rendit un enfant de neuf ans. M. Jessop a vû des insectes à six piés qu’avoit vomi une fille. Catherine Geilaria, qui mourut en , dans l’hôpital d’Altenbourg, rendit vingt ans durant par la bouche & par les selles des crapauds & des lésards. Ephémer. d’Allemagne, tom. I. obs. . Dans les mêmes Ephémerides , il y a un exemple d’un petit chat, nourri dans l’estomac d’un homme, & ensuite vomi. Il y est parlé aussi de petits chiens, de grenouilles, de lésards aquatiques, & d’autres animaux, nourris & rendus de la même façon. Bartholin parle d’un ver qui fut nourri dans le cerveau, & rendu par le nez. Voyez Vers ."
"v14-2930-1","Scrotum , maladies du , ( Médec. ) ​ ​ °. La bourse lâche formée par les tégumens communs, suspendue au périnée, aux aînes & à la verge, séparée en deux par une cloison, & recouvrant les testicules, s’appelle scrotum . Il est attaqué de différentes maladies, qui ont leurs noms particuliers. ​ ​ °. La blessure du scrotum , l’érésipele, l’inflammation, l’ulcere, l’excoriation, la démangeaison, sont aisées à connoître, & demandent le même traitement que ces maladies en général. Le relâchement des bourses indique un suspensoire. °. L’humeur aqueuse qui occupe les tegumens, ou qui s’est amassée dans l’une ou l’autre des cavités du scrotum , ou dans les deux, ou même dans le sac qui est une prolongation du péritoine, se nomme hydrocele . Il faut traiter cette hydropisie en soutenant toute l’étendue du scrotum , sans comprimer le cordon des vaisseaux spermatiques, & en y appliquant les discussifs, ou bien après avoir fait une ouverture à la partie, il convient de tirer l’humeur, pourvu qu’en même tems on en prévienne le retour par les mêmes secours. °. Si les autres especes d’hernies du scrotum contiennent de l’air, ou qu’elles soient dans le sac formé par le péritoine, ou dans l’intestin qui est tombé ; on les nomme pneumatocele : il faut faire rentrer ces parties dans le ventre, & les tenir en respect à la faveur d’un bandage. °. Les tumeurs du testicule ou du corps pyramidal, variqueuses & charnues, qu’on nomme varicocele, circocele & sarcocele , doivent être traitées selon la méthode générale qui convient à ces sortes de maladies. ( D. J .) ​ ​"
"v14-3230-1","Semence , maladies de la , ( Médec. ) ​ ​ °. la semence , cette liqueur précieuse, élaborée dans le testicule, perfectionnée dans les épididymes & les vaisseaux déférens, enfin portée aux vésicules séminales pour passer dans l’uretre, se trouve exposée à quelques maladies. °. Elle est produite abondamment dans la fleur de l’âge, & par des alimens succulens. De-là naît la lubricité & le priapisme, qu’il faut traiter par la diete, les rafraîchissans, les nitreux & les acides. °. Lorsque cette liqueur vient à manquer dans la vieillesse, il n’y a point de remede, non plus que dans les eunuques, ou dans ceux à qui on a coupé l’organe séminal par l’opération de la lithotomie ou d’une hernie ; mais si le défaut de semence vient de l’obstruction des testicules, ou des autres organes de la génération, il faut y remédier en dissipant ces maladies. Si le défaut de cette liqueur est la suite d’une trop petite quantité d’alimens, de travaux, de la foiblesse du corps, ou de la débauche, il se réparera de lui-même, en évitant les causes qui y ont donné lieu. Si la semence vient à manquer par l’affoiblissement de l’organe, on tâchera d’y porter remede par l’usage tant intérieur qu’extérieur des aphrodisiaques. °. La semence retenue trop long-tems dans ses vaisseaux acquiert peut-être un trop grand degré d’épaississement ; mais il est certain qu’elle n’a point sa perfection quand on abuse des plaisirs de l’amour. Elle se corrompt, devient virulente, ichoreuse dans la gonorrhée & dans la vérole. °. La trop fréquente évacuation de la liqueur séminale produit des cardialgies, des anxiétés, la lassitude des lombes, le tremblement, le vertige, la froideur de tout le corps, la foiblesse, l’orgasme, la phthisie dorsale, & finalement l’impuissance. °. L’évacuation trop ménagée de la semence produit rarement aucune maladie ; elle cause seulement ​ quelquefois du trouble dans l’économie de la machine. ( D. J .) ​ ​"
"v14-3230-6","Semences , ( Médecine. ) ​ ​ les semences sont de plusieurs especes, & fort employées en médecine. Les semences médicinales, particulierement celles que l’on apporte des Indes, du Levant, &c . sont décrites chacune en particulier, à leurs articles respectifs. ​ V oyez- les . Parmi celles que l’on cultive en ce pays, les principales sont les quatre semences les plus chaudes, & les quatre semences les plus froides : les premieres sont les semences d’anis, de fenouil, de cumin, de carvi : les dernieres sont les semences de courge, de citrouille, de melon & de concombre. Les quatre semences froides servent principalement à faire des émulsions, des boissons rafraîchissantes, des pâtes pour les mains, & des huiles dont les dames se servent pour leur teint. En général les semences froides majeures ne doivent point être ordonnées à l’intérieur que dans les cas de chaleur, & encore après avoir désempli les vaisseaux, encore avec beaucoup de modération. Les semences froides majeures sont les suivantes, celles de chicorée, de laitue, d’endive & de pourpier, ces semences ont peu d’efficacité, on les ordonne rarement. Voyez l’ article suivant . Les semences chaudes majeures ne conviennent que dans l’humidité & le relâchement ; elles sont bonnes dans la résolution de l’estomac & des nerfs, elles sont de peu d’usage. Voyez l’ article suivant . Les semences chaudes mineures qui sont la poivretre, l’amomum, le persil & le daucus, sont employées dans les mêmes indications ; mais elles sont aussi de peu d’usage."
"v14-428-0","RÉPLÉTION , en Médecine ​ ​ , signifie plénitude ou pléthore , excès d’embonpoint. Voyez Plénitude & Pléthore . Les maladies qui viennent de réplétion , sont plus dangereuses que celles qui viennent d’inanition. La saignée & la diette sont les meilleurs remedes quand on est incommodé de réplétion . Réplétion se dit aussi de l’accablement de l’estomac surchargé de nourriture & de boisson. Les Médecins tiennent que toute réplétion est mauvaise, mais que celle du pain est la pire. Voyez Indigestion ."
"v14-559-0","RESSERREMENT , s. m. ( Médecine. ) ​ ​ se dit des pores de la peau, des intestins, des vaisseaux du corps. Cet état des parties solides a différens effets, selon les parties qu’il attaque, il marque en général un tempérament sec, robuste & beaucoup d’élasticité dans les fibres : c’est ce qui fait que les personnes robustes, tels que les gens de la campagne, les ouvriers, les crocheteurs & autres en qui le travail & l’habitude d’un exercice continué ont augmenté les roideurs des fibres, sont pour l’ordinaire d’un tempérament resserré, cette constitution est une marque de santé & d’une grande vigueur dans tous les organes ; mais alors il faut que le resserrement soit restraint à ses justes bornes, & que la nature n’en souffre point. S’il est trop grand, on doit employer les émolliens, les relâchans, les adoucissans, les aqueux & autres remedes qui peuvent ôter aux fibres leur rigidité, produisant souvent dans toutes les parties la même astriction qu’au ventre & aux intestins, ce qui occasionneroit une suppression des secrétions. Mais le resserrement doit être regardé comme un remede, & une indication à remplir dans le relâchement en général, dans le dévoiement, les hémorrhagies & toutes les parties, & les différentes sortes de flux, & les maladies qui ont pour cause la laxité ; les auteurs ne parlent point de cette indication générale, qui est cependant réelle & essentielle dans la plûpart des maladies. Voyez Laxité , Dévoiement ou Diarrhée ."
"v14-594-1","Rétablissement , ce terme signifie en pratique de Médecine ​ ​ , le recouvrement entier & total de la santé. Il ne doit point être confondu avec celui de convalescence , qui signifie un état bien different de celui du rétablissement . Les malades & le vulgaire ne distinguent guere ces deux états, ce qu’il importe bien d’éviter pour le bien des malades, attendu que dans le rétablissement les forces des malades sont entierement recouvrées, & qu’ils n’ont point besoin d’observer aucun ménagement sur l’usage des alimens, des boissons, & des autres non-naturels ; dans la convalescence au contraire, on doit éviter l’excès, & ​ ​ tâcher de tenir un régime exact. Cette idée du rétablissement mérite d’être examinée ; il ne faut point la confondre avec celle de la convalescence, mais bien avec le recouvrement des forces. Le rétablissement parfait & total est la même chose que la santé même, ainsi il ne convient pas de traiter dans cet état, comme dans celui de la convalescence, attendu que dans celle-ci les organes digestifs sont considérablement diminués par les évacuations & les accidens des maladies."
"v14-614-1","Rétention , s. f. ( Méd. ) ​ ​ ce terme est employé dans la théorie de la médecine, en opposition à celui d’ excrétion (particulierement en traitant des choses non-naturelles), pour désigner l’espece d’action dans l’œconomie animale, par laquelle les matieres alibiles & toutes les humeurs qui sont utiles doivent être retenues dans les vaisseaux qui leur sont propres, de la maniere la plus convenable pour servir à leur destination ; tout comme les matieres excrémentitielles, les humeurs inutiles ou nuisibles par leur quantité & par leurs qualités, doivent être expulsées par les moyens établis à cet effet, & ne peuvent être retenues que contre nature. Ainsi dans le premier cas, la rétention est nécessaire pour fournir son aliment à la vie ; dans le second cas la rétention est vicieuse, & le contraire doit avoir lieu, pour que l’équilibre entre les solides & les fluides, & l’ordre dans l’exercice des fonctions, n’en soient pas troublés ; ensorte que si la rétention péche par exces ou par défaut dans les fonctions qui l exigent ou qui l’excluent, quelle qu’en puisse être la cause, cet effet devient un principe de lésion plus ou moins important, de l’état de santé ; les anciens regardoient comme un vice de la force rétentrice ou de la force expultrice la rétention des matieres qui doivent être évacuées, ou l’excrétion de celles qui doivent être retenues. Voyez Equilibre . La rétention étant bien reglée, contribue donc beaucoup à entretenir la vie saine ; & les dérangemens à cet égard, qui consistent en ce que les matieres ou humeurs qui doivent être retenues, sont évacuées, comme dans les lienteries, les affections cœliaques, les diarrhées, les hémorrhagies, &c . & les matieres ou humeurs qui doivent être expulsées, sont retenues comme dans les cas de défaut de déjection, de secrétion, de coction & de crise, sont les causes les plus ordinaires de l’altération de la santé, des désordres dans l’œconomie animale qui la détruisent & abregent la durée naturelle de la vie. Voyez Secrétions , Excrétion , Déjection , Non naturelle (Chose) , Santé , Semence , Lait , Sang & Maladie , Coction , Crise , Pléthore , Hémorrhagie , Saignée , Evacuation , Evacuant , Purgation , &c ."
"v14-748-0","RÉVULSION , s. f. en Médecine ​ ​ ; c’est le cours ou le flux des humeurs d’une partie du corps à une partie proche ou opposée. Voyez Humeur , Dérivation . Dans les blessures dangereuses, où le sang se perd abondamment, & où il est presque impossible de l’arrêter ; on ouvre ordinairement une veine dans quelque partie éloignée pour causer une révulsion , c’est-à-dire, pour obliger le sang de retourner de la plaie à l’endroit où la veine est ouverte. Voyez Saignée . Les révulsions sont aussi occasionnées par l’ amputation , la friction , &c. Voyez ces articles . La révulsion est aussi quelquefois un retour volontaire, ou un reflux d’humeurs dans les corps. Les maladies subites sont occasionnées par de grandes révulsions d’humeurs qui se portent tout-à-la-fois sur certaines parties."
