"numeroArticle","texteArticle"
"v10-313-30","Mariages par paroles de présent : on entendoit par-là ceux où les parties contractantes, après s’être transportées à l’église & présentées au curé pour recevoir la bédédiction nuptiale, sur son refus, déclaroient l’un & l’autre, en présence des notaires qu’ils avoient amenés à cet effet, qu’ils se prenoient pour mari & femme, dont ils requéroient les notaires de leur donner acte. Ces sortes de mariages s’étoient introduits d’après le Droit canon, où l’on fait mention de sponsalibus quæ de præsenti vel futuro fiunt , & où il est dit que les promesses de præsenti matrimomium imitantur , qu’étant faites après celles de futuro, tollunt ea , c’est-à-dire que celui qui s’est ainsi marié postérieurement par paroles de présent est préféré à l’autre, mais que les promesses de futuro étant faites après celles de præsenti ne leur dérogent & nuisent en rien. Ces promesses de futuro sont appellées fides pactionis , celles de præsenti, fides consensûs . Le Droit civil n’a point connu ces promesses appellées sponsalia de præsenti , mais seulement celles qui se font de futuro . Voyez M. Cujas sur le titre de sponsal. & matrim. lib. IV. Decretal. tit. j . Cependant ces sortes de mariages n’ont pas laissé de se pratiquer long-tems en France, il y a même d’anciens arrêts qui les ont jugé valables, notamment un arrêt du Février , rapporté par Theveneau dans son Commentaire sur les ordonnances . L’ordonnance de Blois, art xliv. défendit à tous notaires, sous peine de punition corporelle, de passer ou recevoir aucunes promesses de mariage par paroles de présent . Cependant, soit qu’on interpretât différemment cette ordonnance, ou que l’on eût peine à se soumettre à cette loi, on voyoit encore quelques mariages par paroles de présent . Dans les assemblées générales du clergé tenues en & , on délibéra sur les mariages entre catholiques & huguenots faits par un simple acte, au curé, par lequel, sans son consentement, les deux parties lui déclarent qu’ils se prennent pour mari & femme ; il fut résolu d’écrire une lettre à tous les prélats, pour les exhorter de faire une ordonnance synodale, portant excommunication contre tous ceux qui assisteroient à de pareils mariages , & que l’assemblée demanderoit un arrêt faisant défenses aux notaires de recevoir de tels actes. Les évêques donnerent en conséquence des ordonnances synodales conformes à ces délibérations, & le Septembre . Il intervint un arrêt de reglement, qui défendit à tous notaires, à peine d’interdiction, de passer à l’avenir aucuns actes par lesquels les hommes & les femmes déclareroient qu’ils se prennent pour maris & femmes, sur les refus qui leur seront faits par les archevêques & évêques, leurs grands-vicaires, ou curés, de leur conférer le sacrement de mariage , à la charge par lesdits prélats, leurs grands-vicaires, & curés, de donner des actes par écrit qui contiendront les causes de leur refus lorsqu’ils en seront requis. Il se présenta pourtant encore en une cause au parlement sur un mariage contracté par paroles de ​ ​ présent , par acte du Juillet , fait en parlant à M. l’évêque de Soissons. L’espece étoit des plus favorables, en ce qu’il y avoit eu un ban publié & dispense des deux autres. La célébration du mariage n’avoit été arrêtée que par une opposition qui étoit une pure chicane ; on avoit traîné la procédure en longueur pour fatiguer les parties ; depuis le prétendu mariage le mari étoit mort ; il y avoit un enfant. Cependant par arrêt du Août , il fut fait défenses à la femme de prendre la qualité de veuve, & à l’enfant de prendre le titre de légitime ; on leur accorda seulement des alimens. La déclaration du Juin , ordonna que les conjonctions des personnes qui se prétendront mariées en conséquence des actes qu’ils auront obtenus, du consentement réciproque avec lequel ils se seront pris pour mari & femme, n’emporteront aucuns effets civils en faveur des prétendus conjoints & des enfans qui en peuvent naître, lesquels seront privés de toutes successions directes & collatérales ; & il est défendu à tous juges, à peine d’interdiction, & même de privation de leurs charges, d’ordonner aux notaires de délivrer des actes de cette nature, & à tous notaires de les délivrer sous les peines portées par cette déclaration. Voyez les Mémoires du clergé, tome V. pag. . ( A ) ​ ​"
"v11-1574-12","Opposition aux lettres de ratification , est un empêchement que l’on forme entre les mains du greffier conservateur des hypotheques pour empêcher qu’il ne soit expédié en la grande chancellerie des lettres appellées de ratification , dont l’effet est de purger les hypotheques sur les revenus du roi ou sur le clergé : ces oppositions n’ont d’effet que pendant une année. ​ Elles ne font point courir les intérêts de la créance comme l’ opposition à un decret, parce que le consentement des hypotheques n’a point de jurisdiction. Voyez l’Edit du mois de Mars , le Traité de la vente des immeubles par decret , de M. Dhericourt, ch. ix. & le mot Lettres de ratification . ( A ) ​ ​"
"v11-1574-14","Opposition a un mariage , est un empêchement que quelqu’un forme à la publication des bans, & à la célébration d’un mariage projetté entre deux autres personnes. Cette opposition empêche le curé de passer outre, jusqu’à ce qu’on lui en apporte main-levée. Les curés ou vicaires sont obligés d’avoir des registres pour y transcrire ces sortes d’ oppositions , & les désistemens & main-levées qui en seront donnés par les parties, ou ordonnés par justice. Ils doivent aussi faire signer les oppositions par ceux qui les font, & les mains-levées par ceux qui les donnent ; & s’ils ne les connoissent pas, ils doivent se faire certifier par quatre personnes dignes de foi, que ceux qui donnent la main levée sont ceux dont il est parlé dans l’acte. L’official ne peut connoître que des oppositions où il s’agit de fœdere matrimonii , comme quand l’opposant prétend que l’un des deux qui veulent contracter mariage ensemble est marié avec une autre personne, ou qu’il y a eu des fiançailles célebrées. Mais les oppositions que l’on appelle treves , qui sont celles formées par les peres, meres, tuteurs, curateurs & autres, qui n’ont pour objet que des intérêts temporels, doivent être portées devant le juge séculier. Voyez l’arrêt du Février . ( A ) ​ ​"
"v11-1574-17","Opposition au sceau est un empêchement qu’un créancier forme entre les mains de M. le garde des sceaux, en parlant au garde des rôles des offices de France, à ce qu’aucunes provisions ne soient scellées au préjudice de ses droits sur la procuration ad resignandum de son débiteur, pour faire passer en la personne d’un autre l’office dont il est revêtu. L’usage de ces sortes d’ oppositions commença du tems du garde des sceaux du Vair. Ces oppositions ont non-seulement l’effet d’empêcher de sceller des provisions au préjudice des créanciers ; elles procurent aussi l’avantage aux créanciers opposans d’être préférés sur le prix de l’office à ceux qui n’ont pas formé opposition , quand même ils auroient un privilége spécial sur la charge. Un mineur même n’est pas relevé du défaut d’ opposition au sceau , sauf son recours contre son tuteur. Il y a deux sortes d’ opposition au sceau ; savoir, ​ ​ l’ opposition au titre , & celle qu’on appelle à fin de conserver . L’ opposition au titre est celle qui se fait par ceux qui prétendent avoir droit à un office royal, pour empêcher qu’aucunes provisions n’en soient scellées à leur préjudice. Elle ne peut être faite que par le vendeur ou par ses ayans cause, pour raison du prix de l’office qui leur est dû en tout ou en partie : il faut aussi ajouter ceux envers qui le titulaire est obligé pour fait de sa charge. Celui qui a prêté les deniers pour l’acquisition, ne peut s’opposer qu’à fin de conserver, & non au titre. L’ opposition au titre doit être signée d’un avocat au conseil, chez lequel l’opposant élit domicile. Elle ne dure que six mois ; de sorte que si au bout de ce tems elle n’est pas renouvellée, elle ne sert de rien. Quand l’ opposition au titre est faite par des personnes qui n’avoient pas de qualité, pour la faire, on en prononce la main-levée, avec dommages & intérêts. L’ opposition à fin de conserver est celle qui se forme par le créancier d’un titulaire, à l’effet de conserver ses droits, privileges & hypothèques sur le prix de l’office, au cas que le débiteur vienne à s’en démettre au profit d’une autre personne. Cette opposition n’a pas besoin d’être signée d’un avocat au conseil ; elle n’empêche pas qu’on ne scelle des provisions ; elle opere seulement que les provisions ne sont scellées qu’à la charge de l’ opposition ; son effet ne dure qu’un an. Les huissiers au conseil & ceux de la grande chancellerie ont seuls le droit de signifier toutes les oppositions au sceau entre les mains des gardes des rôles, des conservateurs des hypothèques, & des gardes du trésor royal, & de signifier toutes les mains-levées pour raison de ces oppositions . Ils sont pareillement seuls en droit de former les oppositions qui surviennent au titre ou au sceau des provisions des offices dépendans des ordres du, roi, lesquelles oppositions doivent être formées entre les mains du chancelier garde des sceaux de ces ordres. Aucune opposion au sceau ou au titre ne fait courir les intérêts, parce que ce n’est qu’un acte conservatoire. On forme de semblables oppositions pour les offices royaux établis dans l’étendue de l’appanage d’un prince entre les mains du chancelier de l’appanage, en parlant à son garde des rôles. Voyez l’édit du mois de Février , la déclaration du Juin , les arrêts du conseil des Mai , & Octobre ."
"v11-1574-20","Opposition en sous-ordre est un acte par lequel le créancier d’un opposant à une saisie réelle, s’oppose à ce que la somme pour laquelle son débibiteur sera colloqué dans l’instance d’ordre lui soit délivrée, & conclut à ce que sur ladite somme il soit payé de son dû. L’ opposition en sous-ordre doit être formée au greffe avant que le decret soit levé & scellé, autrement si elle n’est formée qu’entre les mains du receveur des consignations, elle n’est considérée que comme une saisie & arrêt. ​ Les opposans en sous-ordre sont colloqués pour la créance de leur débiteur, suivant l’ordre de son hypothèque & sur sa collocation, chacun d’eux est colloqué en sous-ordre, suivant la date de son hypothèque particuliere. Voyez M. d’Hericourt, tit. de la vente des immeubles par decret, & Sous-ordre . ( A ) ​ ​"
"v11-1574-3","Opposition a fin d’annuller , est une opposition au decret qui tend à faire annuller la saisie réelle & les criées ; elle est ordinairement formée par la partie saisie, & se fait par rapport à la forme ou par rapport à la matiere. L’ opposition à fin d’annuller se fait par rapport à la forme lorsque la saisie-réelle ou les criées n’ont pas été valablement faites, c’est à dire que l’on n’y a pas observé les formalités établies par les ordonnances, coutumes & usages des lieux. Elle se fait par rapport à la matiere quand la saisie-réelle & les criées ont été faites pour choses non dûes par celui sur qui elles ont été faites. La partie saisie n’est pas la seule qui puisse s’opposer à fin d’annuller, un tiers peut aussi le faire lorsqu’il est propriétaire des héritages saisis réellement ; mais s’il y a quelque immeuble ou portion qui ne lui appartienne pas, il ne peut s’opposer qu’afin de distraire. Voyez Opposition a fin de distraire . Au-lieu de s’opposer à fin d’annuller, on prend souvent le parti d’interjetter appel de la saisie & de tout ce qui a suivi, & l’on peut également par cette voie parvenir à faire annuller la saisie-réelle & le criées si elles sont mal faites. Voyez le Traité de la vente des immeubles par decret . ( A ) ​ ​"
"v11-1587-0","OPTION , s. f. ( Jurisprud. ) ​ ​ signifie quelquefois la faculté que l’on a de choisir une chose entre plusieurs. Quelquefois aussi l’on entend par le terme d’ option , le choix même qui a été fait en conséquence de cette faculté : celui qui a une fois consommé son option ne peut pas varier. Le droit d’ option qui appartenoit au défunt, n’étant pas consommé, est transmissible aux héritiers directs ou collatéraux. Voyez Bacquet, des droits de justice, ch. xv. n. . Duplessis, traité du douaire , & traité de la continuation de communauté . ( A ) ​ ​"
"v11-1649-2","Ordinaire , ( Jurisprud. canon. ) ​ ​ est l’archevêque, évêque, ou autre prélat qui a la jurisdiction ecclésiastique dans un territoire, proprius pastor, seu judex proprius . On entend aussi par collateur ordinaire tout bénéficier auquel appartient naturellement & de droit la collation d’un bénéfice. Le pape renvoie aux collateurs ordinaires , c’est-à-dire aux évêques, l’examen de ceux qu’il pourvoit de cures. C’est à l’ ordinaire à donner le visa des provisions qui ne sont point en forme gracieuse. Depuis que dans le concile de Latran le pape s’est attribué la collation des bénéfices par prévention sur tous les collateurs ordinaires , on le qualifie ordinaire des ordinaires , & c’est en cette qualité que par le concordat il s’est réservé ce droit de prévention sur les collateurs ordinaires . Les ordinaires qui ne sont pas évêques ne peuvent pas décerner des monitoires, pour en obtenir il faut s’adresser au pape, & cette expédition s’appelle in formâ significavit : l’exécution de ces monitoires est ordinairement adressée aux évêques voisins ou à leurs officiaux. Il y a des chapitres & abbayes qui ont des exemptions de l’ ordinaire. Voyez Exemption . Voyez aussi Alternative , Collation , Jurisdiction écclesiastique , Mois apostolique , Obédience , Visa . ( A ) ​ ​"
"v11-2209-0","PAGESIE , s. f. ( Jurisprud. ) ​ ​ quasi tenementum paganorum , est une espece de tenure solidaire, en vertu de laquelle le seigneur peut s’adresser à celui des co-détenteurs qu’il juge à props, & le contraindre au payement de la totalité des cens & rentes. Cette espece de tenure se trouve spécifiée dans les terriers de plusieurs seigneuries dans le Velay, le Forès, le Bourbonnois, & l’Auvergne ; c’est la même chose que ce qu’on appelle tenir en fraresche dans les pays d’Anjou, Touraine, & Maine, ou que les masures en Normandies. Voyez Henrys. ( A ) ​ ​"
"v11-662-11","Noblesse de banniere , est une espece particuliere de noblesse que l’on distingue en Espagne de celle de chaudiere ; on l’appelle la premiere noblesse de banniere , parce qu’elle vient des grands seigneurs qui servoient avec la banniere pour assembler leur vassaux & sujets ; les autres étoient appellés ricos hombres , ou riches hommes ; leurs richesses ne servant pas moins à les distinguer que la vertu & la force : ils étoient aussi appellés nobles de chaudiere , parce qu’ils se servoient de chaudieres pour nourrir ceux qui les suivoient à la guerre ; de là vient que dans les royaumes de Castille, de Léon, d’Arragon, de Portugal, de Navarre, & autres états d’Espagne, plusieurs grandes maisons portent les unes des bannieres, les autres des chaudieres en leurs armoiries, comme des marques d’une ancienne & illustre noblesse . La Roque, ch. clxxviij ."
"v11-796-32","Notaire des Italiens . Les anciennes ordonnances portant réglement pour les foires de Brie & de Champagne, avoient accordé qu’il y auroit un ou deux tabellions pour recevoir dans ces foires les contrats d’italien à italien, & non entr’autres personnes. Charles le Bel, en , ordonna qu’il n’y auroit qu’un tabellion à cet effet : Philippe VI. en , en établit deux. Ces contrats ne pouvoient être mis à exécution par mandement des foires. Les notaires du roi ou publics de la province de Languedoc, regis vel publici , furent assujettis par l’ordonnance de Charles V. alors lieutenant du roi Jean son pere, du mois de Février , au payement de l’aide accordé par les états de la province, moyennant quoi l’exaction de marcs d’argent qui se faisoit sur eux fut abolie. ( A ) ​ ​"
"v11-796-45","Notaires régionaires , notarii regionarii , on donne ce nom aux sept notaires qui furent institués à Rome par le pape S. Clément pour écrire les actes des martyrs. Ils furent appellés régionaires , parce que le pape leur assigna à chacun une région ou quartier de la ville, dans lequel ils devoient recueillir soigneusement tout ce qui se passoit par rapport aux martyrs. Ces notaires étoient subordonnes aux diacres & aux sous-diacres. Ils avoient encore quelques autres fonctions dans Rome ; c’étoient eux qui annonçoient au peuple, comme font aujourd’hui les couriers, les litanies, c’est-à-dire les processions ou rogations que le pape avoit ordonnées, ou dans quelle église ils devoient célebrer la messe, ou faire quelque station ; ils rendoient compte aussi au pape des noms & du nombre de ceux qui avoient été baptisés. Le nombre des notaires ayant été dans la suite augmenté par les papes, ceux qui étoient des sept premiers institués, furent appellés notaires régionaires ou protonotaires , c’est-à dire premiers notaires , & les autres, notaires simplement, ou notaires apostoliques. Voyez ci dessus le glossaire de Ducange au mot notarii, & Notaire apostolique & Protonotaire . ( A ) ​ ​"
"v11-796-54","Notaires en second , on appelle ainsi celui de deux notaires qui signe un acte dont l’autre retient la minute, soit qu’il assiste réellement à la passation de cet acte, comme cela s’observe dans les testamens, dans les sommations respectueuses, & dans quelques autres actes de rigueur, soit qu’il le signe simplement, à la relation de son confrere, & sans avoir été présent à la passation de l’acte, ainsi que cela se pratique pour la facilité de l’expédition à l’égard des actes ordinaires : il y a eu néanmoins divers reglemens qui ont enjoint aux notaires en second d’être présens aux actes & contrats, à peine de nullité ; entr’autres un arrêt du parlement du Septembre , rendu en forme de réglement pour les notaires de Meaux ; mais cela n’est point observé à la rigueur, si ce n’est pour certains actes tels que ceux dont on a parlé. Il n’a pas toujours été d’usage d’appeller un second notaire à la passation des actes, soit que l’on y suppléât par la présence de deux témoins, ou que l’on se contentât de la présence d’un seul notaire , comme cela se pratique encore en certains pays. Quelques-uns tiennent que l’usage de faire signer deux notaires vient de ce qu’anciennement on prenoit un notaire laïc & un de cour ecclésiastique ; le ​ premier servoit pour obliger au for extérieur, & le second pour obliger au for intérieur, & par serment & conscience. Que cet usage cessa en Bretagne lorsque Pierre Maucler se brouilla avec le clergé ; & à Paris, lorsqu’il fut défendu aux notaires ecclésiastiques de recevoir ni signer aucuns actes en matiere temporelle. Quelqu’un m’a pourtant assuré que l’on en usoit encore ainsi en Poitou dans le xv. siecle. Quoi qu’il en soit, on trouve des actes reçus par deux notaires royaux des le commencement du xiv. siecle & même auparavant. La nécessité d’appeller un second notaire fut établie par l’ordonnance de Louis XII. du mois de Mars , art. , laquelle porte qu’un seul notaire ou tabellion ne pourra recevoir un contrat sans qu’il y ait deux témoins, nonobstant toutes coutumes locales contraires, lesquelles sont déclarées abusives. Lorsque deux notaires reçoivent conjointement un acte, c’est le plus ancien qui en garde la minute, l’autre la signe comme notaire en second . ( A ) ​ ​"
"v11-796-9","Notaires des Capitouls de Toulouse ; ces officiers prétendoient, par privilege impérial, avoir le droit de créer des notaires qui auroient la faculté d’instrumenter par-tout, & concevroient leurs actes en cette forme : Ego talis notarius autoritate imperiali & dominorum de capitulo ; mais les officiers royaux empêcherent cette entreprise sur les droits du roi ; & Benedict, sur le chapitre raynutius in verbo uxorem decis. n. , dit que de son tems (il écrivoit au commencement du xvj. siecle) ces notaires de Toulouse n’usoient plus de ces termes, autoritate imperiali , ​ mais qu’ils se qualifioient seulement notaires constitués autoritate dominorum de capitulo . Voyez Fevret en son traité de l’abus, liv. XI. ch. jv. n. , & ci-devant Notaire apostolique , & ci-après Notaire impérial ."
"v12-1838-0","PLÉBISCITE , ( Jurisprudence. ) ​ ​ étoit ce que le peuple romain ordonnoit séparement des sénateurs & des patrices sur la réquisition d’un de ses magistrats, c’est-à-dire, d’un tribun du peuple. Il y avoit au commencement plusieurs différences entre les plébiscites & les loix proprement dites. °. Les lois, leges , étoient les constitutions faites par les rois & par les empereurs, ou par le corps de la république, au lieu que les plébiscites étoient l’ouvrage du peuple seul, c’est-à-dire, des plébéiens. °. Les lois faites par tout le peuple du tems de la république étoient provoquées par un magistrat patricien. Les plébiscites se faisoient sur la réquisition d’un magistrat plébéien, c’est-à-dire, d’un tribun du peuple. °. Pour faire recevoir une loi, il falloit que tous les différens ordres du peuple fussent assemblés, au lieu que le plébiscite émanoit du seul tribunal des plébéiens ; car les tribuns du peuple ne pouvoient pas convoquer les patriciens, ni traiter avec le sénat. °. Les loix se publioient dans le champ de Mars ; les plébiscites se faisoient quelquefois dans le cirque de Flaminius, quelquefois au capitole, & plus souvent dans les comices. °. Pour faire recevoir une loi, il falloit assembler les comices par centuries ; pour les plébiscites on assembloit seulement les tribuns, & l’on n’avoit pas besoin d’un sénatus-consulte ni d’aruspices : il y a cependant quelques exemples de plébiscites pour lesquels les tribuns examinoient le vol des oiseaux, & observoient les mouvemens du ciel avant de présenter le plébiscite aux tribus. °. C’étoient les tribuns qui s’opposoient ordinairement à l’acceptation des lois, & c’étoient les patriciens qui s’opposoient aux plébiscites . Enfin, la maniere de recueillir les suffrages étoit fort différente ; pour faire recevoir un plébiscite , on recueilloit simplement les voix des tribus, au lieu que pour une loi il y avoit beaucoup plus de cérémonie. Ce qui est de singulier, c’est que les plébiscites , quoique faits par les plébéiens seuls, ne laissoient pas d’obliger aussi les patriciens. Le pouvoir que le peuple avoit de faire des loix ou plébiscites lui avoit été accordé par Romulus, lequel ordonna que quand le peuple seroit assemblé dans la grande place, ce que l’on appelloit l’ assemblée des comices , il pourroit faire des lois ; Romulus vouloit par ce moyen rendre le peuple plus soumis aux lois qu’il avoit faites lui-même, & lui ôter l’occasion de murmurer contre la rigueur de la loi. Sous les rois de Rome, & dans les premiers tems de la république, les plébiscites n’avoient force de loi qu’après avoir été ratifiés par le corps des sénateurs assemblés. Mais sous le consulat de L. Valerius, & de M. Horatius, ce dernier fit publier une loi qui fut appellée de son nom horatia ; par laquelle il fut arrêté que tout ce que le peuple séparé du sénat ordonneroit, auroit la même force que si les patriciens & le sénat l’eussent décidé dans une assemblée générale. Depuis cette loi, qui fut renouvellée dans la suite par plusieurs autres, il y eut plus de lois faites dans ​ des assemblées particulieres du peuple, que dans les assemblées générales où les sénateurs se trouvoient. Les plébéiens enflés de la prérogative que leur avoit accordé la loi horatia , affecterent de faire un grand nombre de plébiscites pour anéantir (s’il étoit possible) l’autorité du sénat ; ils allerent même jusqu’à donner le nom de lois à leurs plébiscites . Le pouvoir législatif que le sénat & le peuple exerçoient ainsi par émulation, fut transferé à l’empereur du tems d’Auguste par la loi regia , au moyen de quoi il ne se fit plus de plébiscites . On peut voir sur cette matiere le tit. . du liv. I. du digeste leg. . §. . & aux instituts le §. . du tit. . liv. I. & la jurispudence romaine de M. Terrasson. ( A ) ​ ​"
"v12-7-1","Parloir aux Bourgeois , ( Jurisprud. ) ​ ​ c’étoit l’ancienne maison commune de ville où les bourgeois de Paris s’assembloient pour parler de leurs affaires. Il y a eu deux maisons de ville appellées de ce nom. La premiere étoit située dans la ville entre S. Leufroy & le grand Châtelet. La seconde étoit au bout de l’université derriere les jacobins de la rue S. Jacques ; celle-ci étoit encore sur pié en ; elle fut cedée aux jacobins, & a été renfermée dans leur monastere. L’hôtel-de-ville fut ensuite transporté à la grève dans l’endroit où il est présentement. Voyez les antiquités de Sauval, tom. II. & III."
"v12-93-7","Parties casuelles , ( Jurisprud. ) ​ ​ On entend par ces termes, la finance qui revient au roi des offices vénaux qui ne sont pas héréditaires. On entend aussi quelquefois, par le terme de parties casuelles , le bureau où se paye cette finance. Le trésorier des parties casuelles est celui qui la reçoit. Les officiers de judicature & de finances, aux- ​ quels le roi n’a pas accordé l’hérédité, doivent payer aux parties casuelles du roi, au commencement de chaque année, l’annuel ou paulette, à fin de conserver leur charge à leurs veuve & héritiers, & aussi pour jouir de la dispense des jours qu’ils étoient obligés de survivre à leur résignation, suivant l’édit de François I. sans quoi la charge seroit vacante au profit du roi ; ce qu’on appelle tomber aux parties casuelles . Ceux qui veulent racheter un tel office, le peuvent faire moyennant finance ; ce que l’on appelle lever un office aux parties casuelles . Le prix des offices est taxé aux parties casuelles, voyez Paulette . Le droit qui se paye aux parties casuelles , a quelque rapport avec celui que l’on appelloit chez les Romains, casus militiæ , qui se payoit aux héritiers pour les milices vénales & héréditaires, dont il est parlé en la novelle , ch. v . Ce n’est pourtant pas précisément la même chose. Voyez Loyseau, des Offices, Liv. II. ch. viij. n. & suiv . Les princes apanagistes ont leurs parties casuelles pour les offices de l’apanage auxquels ils ont droit de pourvoir. M. le chancelier a aussi ses parties casuelles pour certains offices qui sont à sa nomination. Il y a de même certains offices de la maison du roi qui tombent dans les parties casuelles des grands offices de la couronne dont dépendent ces offices. ( A ) ​ ​"
"v13-1739-0","QUINQUENELLE , s. f. ( Jurisprud. ) ​ ​ quinquennale, seu quinquennium , signifioit un répi de cinq ans, que l’on accordoit à un débiteur qui étoit hors d’état de payer, & qui vouloit néanmoins éviter de faire cession de biens ; il obtenoit pour cet effet des lettres de petit sceau que l’on adressoit au juge royal ; ces lettres étoient entérinées du consentement du plus grand nombre des créanciers, sans avoir égard à la qualité des dettes. L’ordonnance d’Orléans, art. . défendit d’expédier de telles lettres. Voyez l’ordonnance du commerce, titre . des lettres de répi ; la coutume de Bourbonnois, article . les ordonnances du duc de Bouillon, article . le glossaire ​ de M. de Lauriere aux mots quinquannion & quinquenelle , & Cession , Lettres de répi , & Répi . ( A ) ​ ​"
"v13-1817-0","RABAIS , s. m. ( Jurisprud. ) ​ ​ signifie diminution & est opposé à encheres . On appelle adjudication au rabais celle où les offres se font non pas par encheres mais au rabais ; par exemple l’un a offert de faire ce dont il s’agit pour l. un autre offre de le faire pour l. un troisieme pour l. l’adjudication se fait à celui qui offre de faire la chose à meilleur compte ; c’est ce que l’on appelle adjudication au rabais . Ces sortes d’adjudications sont usitées pour les étapes, fourrages, munitions & fournitures des troupes du roi, pour l’entreprise des travaux publics, & dans certains pays, pour l’entretien des mineurs dont on fait un bail au rabais. Voyez Adjudication , Bail , Batiment , Etape , Devis , ​ ​ Marché , Fournitures , Munitions , Vivres , Tutelle ."
"v13-1826-1","Rabattement de decret , ( Jurisprud. ) ​ ​ est une espece de regrès ou rachat dont use celui qui a été évincé de ses biens au moyen d’une adjudication par decret, le droit romain accordoit deux ans à la partie évincée pour exercer ce rachat, & regardoit cette faculté comme très-favorable, comme on voit en la loi derniere au code de jure dominii impetrando . Cette restitution contre les decrets n’est pourtant point généralement admise, il y a même trois de nos coutumes qui la rejettent formellement ; savoir Auvergne, la Marche & Bourbonnois ; & dans le droit commun, la lésion d’outre-moitié, ni même la lésion énorme, ne font point un moyen de restitution contre un decret. Quelques auteurs, tels que Dumolin, Gouget & Brodeau, ont prétendu qu’il seroit de l’équité dans ces cas d’admettre la restitution, mais la jurisprudence est contraire. L’ordonnance de a fait une exception pour les mineurs, & sa disposition est suivie au parlement de Dijon & dans quelques autres parlemens, dans lesquels on juge même qu’une lésion considérable suffit pour faire restituer le mineur, mais cela n’a pas lieu au parlement de Paris. Les statuts de Bresse donnent aux parties saisies six mois pour rentrer dans leurs biens subhastés, en remboursant à l’acquéreur le prix principal & les frais. Mais le rabattement de decret, proprement dit, n’a lieu que dans le Languedoc : ce rachat ou regrès y est fondé sur le droit romain, mais le parlement de Toulouse en a prorogé la durée jusqu’à dix ans. Quand le bien avoit été adjugé par un arrêt, & quand sur la demande en rabattement il étoit intervenu un arrêt qui permettoit à la partie d’exercer l’action en rabattement , cette action pouvoit être exercée pendant trente années, comme étant personnelle : la jurisprudence n’étoit pas bien certaine sur cette matiere, mais elle a été fixée par une déclaration du roi du Janvier . Suivant cette déclaration, il n’y a que les propriétaires des biens decrétés ou leurs descendans qui puissent se pourvoir en rabattement de decret. Cette action ne dure que dix ans, en quelque jurisdiction que le decret ait été fait ; le délai ne court que du jour de la mise en possession ; il court contre les pupilles & les mineurs, sauf leur recours, s’il y échoit, contre les tuteurs ou curateurs. La demande en rabattement ne peut être formée qu’au parlement de Toulouse ou à la cour des aydes de Montpellier chacun pour ce qui les concerne : quoique les decrets ayent été faits devant les juges inférieurs, le demandeur doit faire des offres réelles à l’adjudicataire, & en cas de refus, consigner au greffe, les loyaux-coûts se remboursant suivant la liquidation reçue. Les fruits des biens decrétés appartiennent à celui qui a obtenu le rabattement du decret du jour que le prix a été reçu par l’adjudicataire, ou qu’il a été consigné, mais il doit aussi payer les intérêts des loyaux-coûts : l’adjudicataire ne peut même être dépossedé qu’en lui payant la somme liquidée pour les loyaux-coûts & les intérêts, à-moins qu’il n’y eût retardement affecté de la part de l’adjudicataire, auquel cas on peut se pourvoir pour faire cesser les intérêts, & même condamner l’adjudicataire au dé- ​ ​ laissement, sauf à lui à se pourvoir pour la liquidation. Voyez le traité de la vente des immeubles par decret de M. de Héricourt, chap. xij. n. . & les mots Adjudication , Criées , Decret , Saisie réelle ."
"v13-2347-0","RECELEUR , ( Jurisprudence. ) ​ ​ est celui qui retire chez lui une chose qu’il sait avoir été volée. On dit communément que s’il n’y avoit point de receleurs il n’y auroit point de voleurs, parce que les receleurs les entretiennent dans l’habitude de voler. Les receleurs sont ordinairement punis de la même peine que les voleurs, si ce n’est lorsqu’il s’agit de vol avec effraction, ou sur les grands chemins, & autres semblables, pour lesquels les voleurs sont condamnés à la roue, au lieu que les receleurs sont seulement condamnés à la potence, & quelquefois même à une simple peine corporelle, lorsque les receleurs sont des proches parens du voleur, comme pere, mere, freres & sœurs. Au reste, on ne regarde comme receleurs que ceux qui retirent une chose qu’ils savent avoir été volée ; car ceux qui ont acheté de bonne foi & d’une personne connue une chose qui se trouve avoir été volée, ne sont pas regardés comme receleurs , ils ne sont tenus qu’à la restitution de la chose volée, & peuvent même en repéter le prix contre celui qui la leur a vendue. Voyez aux decrétales & au code, le titre de furtis , & les titres du code & du digeste de receptator . Julius Clarus, lib. V. §. furtum ; le traité des crimes, par M. de Vouglans, tit. v . ( A ) ​ ​"
"v13-2531-0","REDISTRIBUTION , en Jurisprudence ​ ​ , d’instance ou procès, est une nouvelle distribution qui s’en fait à un conseiller au lieu & place d’un autre, qui avoit été nommé rapporteur. Ces redistributions ont lieu en plusieurs cas ; savoir, quand le rapporteur est recusé justement, ou qu’il se déporte lui-même du rapport, soit pour prévenir une récusation, ou pour cause de maladie, ou autre empêchement : elles ont aussi lieu lorsque pendant la poursuite du procès le rapporteur se démet de sa charge, ou qu’il vient à décéder. Pour faire ordonner une redistribution , la partie qui veut aller en avant fait remettre le procès au greffe par le secrétaire de celui qui étoit rapporteur ; il présente ensuite un placet au président, lequel ordonne la redistribution à un autre rapporteur. Quand la redistribution est faite, le procureur de la partie qui l’a obtenue le fait signifier au procureur de l’autre partie. Voyez Distribution , Instance , Procès , Rapporteur . ( A ) ​ ​"
